order_id,customer_id,order_date,product_category,product_name,quantity,price_per_unit,discount_applied,delivery_status
ORD-00303,CUST-927,2023-01-22,Books,Cookbook,3,155.61,0.00,Pending
ORD-00304,CUST-535,2023-08-15,Clothing,Jeans,3,381.83,0.04,Returned
ORD-00305,CUST-756,2023-08-20,Electronics,Laptop,2,110.85,0.00,Cancelled
ORD-00306,CUST-701,2023-06-04,Home Goods,Vacuum Cleaner,2,151.90,0.00,Returned
ORD-00307,CUST-265,2023-01-09,Clothing,T-Shirt,1,95.10,0.00,Cancelled
ORD-00308,CUST-422,2023-12-21,Clothing,Sneakers,4,212.02,0.00,Shipped
ORD-00309,CUST-279,2023-09-08,Clothing,Jacket,2,453.73,0.00,Cancelled
ORD-00310,CUST-715,2023-02-24,Books,History Book,3,384.97,0.00,Cancelled
ORD-00311,CUST-672,2023-02-03,Electronics,Smartwatch,1,225.13,0.00,Pending
ORD-00312,CUST-127,2023-02-28,Electronics,Headphones,3,337.37,0.00,Returned
ORD-00313,CUST-846,2023-12-04,Books,History Book,2,292.72,0.00,Shipped
ORD-00314,CUST-270,2023-03-23,Electronics,Tablet,2,323.66,0.00,Pending
ORD-00315,CUST-567,2023-03-15,Books,Science Book,5,194.29,0.09,Delivered
ORD-00316,CUST-674,2023-04-07,Books,Cookbook,1,263.02,0.20,Pending
ORD-00317,CUST-196,2023-04-24,Food & Beverage,Protein Bar,2,321.69,0.00,Cancelled
ORD-00318,CUST-118,2023-10-18,Food & Beverage,Organic Tea,3,407.42,0.00,Returned
ORD-00319,CUST-132,2023-07-17,Home Goods,Toaster,3,221.06,0.00,Returned
ORD-00320,CUST-371,2023-05-06,Electronics,Headphones,2,183.42,0.00,Pending
ORD-00321,CUST-72,2023-04-08,Home Goods,Toaster,5,460.04,0.00,Returned
ORD-00322,CUST-261,2023-08-05,Food & Beverage,Coffee Beans,5,55.19,0.17,Delivered
ORD-00323,CUST-510,2023-01-23,Clothing,Jeans,5,457.23,0.00,Pending
ORD-00324,CUST-509,2023-12-27,Books,Biography,5,247.31,0.11,Shipped
ORD-00325,CUST-338,2023-06-11,Electronics,Laptop,5,243.95,0.00,Pending
ORD-00326,CUST-24,2023-02-09,Food & Beverage,Energy Drink,4,495.54,0.00,Returned
ORD-00327,CUST-354,2023-10-25,Books,Biography,1,428.41,0.00,Delivered
ORD-00328,CUST-601,2023-11-10,Books,History Book,2,64.66,0.00,Delivered
ORD-00329,CUST-479,2023-06-18,Home Goods,Toaster,5,486.07,0.00,Shipped
ORD-00330,CUST-461,2023-09-12,Clothing,Dress,5,353.67,0.00,Delivered
ORD-00331,CUST-904,2023-11-03,Electronics,Tablet,3,342.92,0.19,Pending
ORD-00332,CUST-661,2023-01-13,Books,Fiction Novel,1,257.82,0.00,Returned
ORD-00333,CUST-832,2023-02-20,Books,Science Book,2,266.94,0.00,Pending
ORD-00334,CUST-471,2023-06-09,Books,Biography,2,53.91,0.08,Shipped
ORD-00335,CUST-676,2023-01-11,Electronics,Tablet,3,326.28,0.00,Cancelled
ORD-00336,CUST-618,2023-11-27,Clothing,Dress,1,338.37,0.00,Pending
ORD-00337,CUST-242,2023-07-09,Clothing,T-Shirt,1,166.77,0.19,Shipped
ORD-00338,CUST-867,2023-09-03,Food & Beverage,Coffee Beans,3,11.76,0.00,Pending
ORD-00339,CUST-40,2023-09-05,Clothing,Jeans,3,376.04,0.00,Pending
ORD-00340,CUST-702,2023-10-25,Home Goods,Vacuum Cleaner,4,201.40,0.00,Cancelled
ORD-00341,CUST-343,2023-07-07,Food & Beverage,Protein Bar,1,51.27,0.13,Pending
ORD-00342,CUST-393,2023-03-27,Electronics,Laptop,5,78.41,0.00,Cancelled
ORD-00343,CUST-969,2023-05-23,Clothing,T-Shirt,3,353.21,0.00,Pending
ORD-00344,CUST-495,2023-09-10,Food & Beverage,Organic Tea,3,308.62,0.00,Shipped
ORD-00345,CUST-845,2023-11-10,Books,History Book,5,206.08,0.00,Cancelled
ORD-00346,CUST-837,2023-04-27,Electronics,Headphones,5,189.64,0.08,Cancelled
ORD-00347,CUST-543,2023-04-06,Food & Beverage,Energy Drink,3,450.95,0.00,Cancelled
ORD-00348,CUST-10,2023-11-14,Food & Beverage,Protein Bar,2,77.55,0.00,Shipped
ORD-00349,CUST-249,2023-01-09,Home Goods,Coffee Maker,2,482.54,0.13,Pending
ORD-00350,CUST-522,2023-04-25,Clothing,T-Shirt,4,73.47,0.00,Returned
ORD-00351,CUST-978,2023-07-07,Books,Biography,1,283.37,0.00,Pending
ORD-00352,CUST-232,2023-09-18,Electronics,Smartwatch,5,28.91,0.00,Cancelled
ORD-00353,CUST-955,2023-05-26,Home Goods,Blender,3,71.12,0.00,Shipped
ORD-00354,CUST-22,2023-09-22,Electronics,Tablet,5,119.66,0.00,Cancelled
ORD-00355,CUST-933,2023-01-06,Home Goods,Vacuum Cleaner,2,438.61,0.00,Shipped
ORD-00356,CUST-767,2023-08-01,Books,Science Book,1,455.78,0.04,Pending
ORD-00357,CUST-6,2023-01-23,Clothing,T-Shirt,1,60.44,0.20,Returned
ORD-00358,CUST-180,2023-10-17,Home Goods,Coffee Maker,5,376.88,0.00,Returned
ORD-00359,CUST-702,2023-11-13,Books,Science Book,3,486.71,0.00,Returned
ORD-00360,CUST-276,2023-10-17,Books,Cookbook,4,362.43,0.00,Delivered
ORD-00361,CUST-310,2023-12-17,Books,Cookbook,4,24.51,0.00,Delivered
ORD-00362,CUST-322,2023-10-14,Books,History Book,4,105.24,0.13,Pending
ORD-00363,CUST-971,2023-03-27,Food & Beverage,Snack Pack,2,261.12,0.20,Returned
ORD-00364,CUST-32,2023-08-08,Books,Science Book,2,288.06,0.08,Delivered
ORD-00365,CUST-501,2023-11-19,Electronics,Tablet,2,345.53,0.00,Shipped
ORD-00366,CUST-693,2023-10-05,Clothing,Jacket,1,470.08,0.00,Returned
ORD-00367,CUST-364,2023-07-12,Food & Beverage,Coffee Beans,3,391.15,0.00,Delivered
ORD-00368,CUST-807,2023-05-31,Home Goods,Blender,4,76.49,0.11,Pending
ORD-00369,CUST-56,2023-09-03,Food & Beverage,Energy Drink,2,366.17,0.00,Cancelled
ORD-00370,CUST-673,2023-11-12,Electronics,Headphones,1,102.18,0.00,Shipped
ORD-00371,CUST-900,2023-01-09,Electronics,Smartphone,2,238.50,0.00,Pending
ORD-00372,CUST-78,2023-02-09,Books,Science Book,1,369.30,0.14,Shipped
ORD-00373,CUST-281,2023-09-23,Books,History Book,4,224.65,0.00,Pending
ORD-00374,CUST-918,2023-06-26,Electronics,Smartphone,5,154.80,0.00,Delivered
ORD-00375,CUST-389,2023-04-20,Books,Science Book,2,359.36,0.00,Shipped
ORD-00376,CUST-987,2023-10-20,Electronics,Smartphone,2,240.63,0.00,Returned
ORD-00377,CUST-900,2023-03-10,Electronics,Headphones,4,54.33,0.00,Pending
ORD-00378,CUST-541,2023-03-31,Clothing,Jacket,1,241.23,0.00,Pending
ORD-00379,CUST-826,2023-11-07,Home Goods,Coffee Maker,4,70.42,0.00,Cancelled
ORD-00380,CUST-51,2023-06-13,Books,Biography,1,281.44,0.00,Returned
ORD-00381,CUST-46,2023-08-23,Books,Biography,5,299.96,0.00,Delivered
ORD-00382,CUST-93,2023-11-14,Electronics,Tablet,5,206.09,0.00,Returned
ORD-00383,CUST-687,2023-04-22,Electronics,Smartwatch,1,271.84,0.00,Pending
ORD-00384,CUST-899,2023-06-01,Electronics,Tablet,2,363.81,0.17,Pending
ORD-00385,CUST-853,2023-02-10,Home Goods,Toaster,2,203.82,0.00,Cancelled
ORD-00386,CUST-121,2023-08-13,Books,Science Book,2,94.59,0.00,Returned
ORD-00387,CUST-612,2023-01-14,Clothing,Dress,1,247.77,0.00,Pending
ORD-00388,CUST-102,2023-02-14,Food & Beverage,Snack Pack,3,304.65,0.00,Delivered
ORD-00389,CUST-187,2023-06-23,Electronics,Smartwatch,4,481.41,0.00,Shipped
ORD-00390,CUST-820,2023-01-03,Home Goods,Vacuum Cleaner,3,441.63,0.00,Delivered
ORD-00391,CUST-337,2023-09-13,Food & Beverage,Organic Tea,5,151.41,0.00,Shipped
ORD-00392,CUST-978,2023-10-08,Food & Beverage,Energy Drink,5,75.70,0.00,Pending
ORD-00393,CUST-555,2023-10-04,Food & Beverage,Energy Drink,2,35.55,0.16,Returned
ORD-00394,CUST-946,2023-03-21,Food & Beverage,Energy Drink,1,224.85,0.01,Delivered
ORD-00395,CUST-736,2023-05-16,Books,Fiction Novel,3,49.55,0.00,Returned
ORD-00396,CUST-837,2023-11-09,Home Goods,Air Fryer,2,284.26,0.03,Returned
ORD-00397,CUST-145,2023-06-07,Food & Beverage,Coffee Beans,3,206.39,0.00,Cancelled
ORD-00398,CUST-232,2023-02-14,Electronics,Tablet,1,310.68,0.00,Pending
ORD-00399,CUST-608,2023-01-11,Books,Biography,1,221.92,0.00,Cancelled
ORD-00400,CUST-660,2023-11-18,Food & Beverage,Snack Pack,4,26.84,0.00,Shipped
ORD-00401,CUST-262,2023-05-19,Food & Beverage,Snack Pack,5,240.35,0.00,Delivered
ORD-00402,CUST-10,2023-01-09,Clothing,Dress,4,168.74,0.00,Delivered
ORD-00403,CUST-411,2023-12-10,Books,Biography,1,421.39,0.00,Returned
ORD-00404,CUST-647,2023-04-05,Food & Beverage,Organic Tea,1,160.97,0.00,Pending
ORD-00405,CUST-197,2023-08-20,Home Goods,Air Fryer,2,56.58,0.00,Pending
ORD-00406,CUST-973,2023-05-14,Clothing,Jeans,1,171.62,0.00,Delivered
ORD-00407,CUST-393,2023-11-13,Clothing,Sneakers,5,42.65,0.00,Shipped
ORD-00408,CUST-253,2023-10-03,Clothing,Jeans,4,386.92,0.00,Shipped
ORD-00409,CUST-971,2023-07-03,Clothing,Sneakers,4,374.22,0.10,Pending
ORD-00410,CUST-13,2023-05-05,Food & Beverage,Coffee Beans,2,188.48,0.00,Delivered
ORD-00411,CUST-746,2023-09-14,Books,History Book,4,262.86,0.06,Delivered
ORD-00412,CUST-163,2023-12-06,Clothing,Jeans,1,283.73,0.05,Cancelled
ORD-00413,CUST-828,2023-09-12,Food & Beverage,Protein Bar,2,85.56,0.00,Returned
ORD-00414,CUST-217,2023-11-01,Food & Beverage,Energy Drink,5,321.55,0.00,Shipped
ORD-00415,CUST-77,2023-09-04,Food & Beverage,Energy Drink,4,179.16,0.00,Pending
ORD-00416,CUST-353,2023-09-19,Electronics,Headphones,2,365.40,0.01,Delivered
ORD-00417,CUST-771,2023-04-22,Books,Biography,4,155.68,0.10,Cancelled
ORD-00418,CUST-571,2023-10-15,Electronics,Headphones,2,10.05,0.18,Delivered
ORD-00419,CUST-624,2023-07-20,Home Goods,Blender,1,150.26,0.00,Pending
ORD-00420,CUST-154,2023-01-10,Food & Beverage,Snack Pack,1,179.17,0.00,Delivered
ORD-00421,CUST-130,2023-06-27,Books,Biography,3,129.01,0.00,Pending
ORD-00422,CUST-871,2023-04-18,Food & Beverage,Protein Bar,3,200.63,0.00,Cancelled
ORD-00423,CUST-297,2023-12-12,Food & Beverage,Organic Tea,4,396.28,0.00,Returned
ORD-00424,CUST-197,2023-01-19,Food & Beverage,Coffee Beans,1,244.26,0.15,Cancelled
ORD-00425,CUST-300,2023-03-15,Home Goods,Air Fryer,2,56.84,0.00,Shipped
ORD-00426,CUST-443,2023-05-10,Food & Beverage,Protein Bar,3,337.66,0.00,Delivered
ORD-00427,CUST-82,2023-01-03,Books,Cookbook,4,225.63,0.00,Delivered
ORD-00428,CUST-420,2023-03-26,Books,Science Book,5,338.72,0.00,Cancelled
ORD-00429,CUST-466,2023-10-08,Books,Science Book,3,440.93,0.00,Pending
ORD-00430,CUST-966,2023-01-09,Electronics,Tablet,1,418.03,0.00,Returned
ORD-00431,CUST-716,2023-12-17,Books,Fiction Novel,3,471.27,0.00,Shipped
ORD-00432,CUST-703,2023-11-06,Electronics,Tablet,5,165.98,0.07,Returned
ORD-00433,CUST-884,2023-12-15,Food & Beverage,Protein Bar,3,154.31,0.00,Pending
ORD-00434,CUST-917,2023-01-15,Home Goods,Blender,2,21.97,0.00,Returned
ORD-00435,CUST-682,2023-03-09,Electronics,Laptop,4,27.52,0.00,Cancelled
ORD-00436,CUST-740,2023-10-23,Home Goods,Blender,5,313.41,0.00,Returned
ORD-00437,CUST-296,2023-07-19,Food & Beverage,Coffee Beans,1,466.89,0.12,Returned
ORD-00438,CUST-632,2023-11-08,Food & Beverage,Snack Pack,1,272.28,0.00,Delivered
ORD-00439,CUST-18,2023-11-04,Books,Science Book,3,281.39,0.00,Cancelled
ORD-00440,CUST-355,2023-08-22,Electronics,Smartwatch,5,146.29,0.09,Pending
ORD-00441,CUST-627,2023-08-04,Home Goods,Air Fryer,2,466.01,0.18,Delivered
ORD-00442,CUST-33,2023-09-07,Food & Beverage,Snack Pack,4,90.82,0.00,Shipped
ORD-00443,CUST-985,2023-03-23,Electronics,Smartphone,3,436.03,0.00,Pending
ORD-00444,CUST-430,2023-03-08,Electronics,Smartwatch,1,349.99,0.11,Cancelled
ORD-00445,CUST-147,2023-11-01,Home Goods,Coffee Maker,4,65.50,0.00,Delivered
ORD-00446,CUST-913,2023-05-15,Electronics,Smartwatch,3,323.55,0.14,Delivered
ORD-00447,CUST-348,2023-09-23,Home Goods,Vacuum Cleaner,2,282.28,0.00,Cancelled
ORD-00448,CUST-958,2023-08-17,Electronics,Smartwatch,2,109.11,0.13,Shipped
ORD-00449,CUST-706,2023-11-11,Home Goods,Air Fryer,5,309.21,0.00,Cancelled
ORD-00450,CUST-174,2023-10-01,Home Goods,Coffee Maker,5,386.90,0.17,Pending
ORD-00451,CUST-611,2023-10-12,Electronics,Smartwatch,3,453.24,0.08,Delivered
ORD-00452,CUST-842,2023-07-10,Clothing,Dress,1,141.58,0.00,Pending
ORD-00453,CUST-89,2023-05-23,Electronics,Tablet,1,18.03,0.00,Cancelled
ORD-00454,CUST-408,2023-05-17,Clothing,Sneakers,4,38.96,0.00,Delivered
ORD-00455,CUST-340,2023-06-09,Electronics,Tablet,5,310.59,0.00,Shipped
ORD-00456,CUST-235,2023-07-04,Food & Beverage,Organic Tea,3,116.87,0.19,Pending
ORD-00457,CUST-267,2023-01-07,Books,History Book,1,157.20,0.00,Shipped
ORD-00458,CUST-38,2023-03-20,Books,Science Book,1,375.51,0.02,Cancelled
ORD-00459,CUST-789,2023-11-30,Books,Science Book,3,199.54,0.00,Pending
ORD-00460,CUST-160,2023-11-06,Home Goods,Air Fryer,2,335.14,0.11,Cancelled
ORD-00461,CUST-714,2023-07-31,Clothing,Dress,4,268.86,0.00,Shipped
ORD-00462,CUST-43,2023-02-28,Food & Beverage,Energy Drink,2,181.27,0.00,Delivered
ORD-00463,CUST-17,2023-11-14,Home Goods,Coffee Maker,3,161.71,0.00,Delivered
ORD-00464,CUST-132,2023-01-25,Books,Science Book,3,178.16,0.00,Cancelled
ORD-00465,CUST-812,2023-03-07,Electronics,Smartphone,1,259.35,0.00,Delivered
ORD-00466,CUST-318,2023-11-19,Home Goods,Vacuum Cleaner,2,309.90,0.00,Returned
ORD-00467,CUST-897,2023-07-11,Home Goods,Air Fryer,1,337.65,0.08,Shipped
ORD-00468,CUST-817,2023-10-15,Clothing,Sneakers,4,124.79,0.00,Pending
ORD-00469,CUST-93,2023-06-27,Clothing,Dress,2,331.10,0.07,Cancelled
ORD-00470,CUST-477,2023-09-07,Food & Beverage,Protein Bar,5,223.44,0.00,Pending
ORD-00471,CUST-900,2023-10-13,Electronics,Headphones,5,483.09,0.00,Cancelled
ORD-00472,CUST-806,2023-09-09,Books,Fiction Novel,4,78.57,0.00,Pending
ORD-00473,CUST-579,2023-03-06,Electronics,Smartphone,4,327.37,0.00,Shipped
ORD-00474,CUST-547,2023-01-12,Food & Beverage,Snack Pack,3,217.82,0.00,Pending
ORD-00475,CUST-346,2023-06-25,Clothing,Dress,4,41.73,0.01,Shipped
ORD-00476,CUST-432,2023-03-20,Clothing,Dress,5,105.66,0.00,Returned
ORD-00477,CUST-764,2023-11-30,Clothing,Jacket,3,48.42,0.00,Returned
ORD-00478,CUST-856,2023-04-22,Clothing,Dress,2,199.45,0.00,Shipped
ORD-00479,CUST-513,2023-05-08,Electronics,Headphones,2,34.62,0.00,Shipped
ORD-00480,CUST-782,2023-08-10,Electronics,Headphones,2,204.69,0.00,Delivered
ORD-00481,CUST-986,2023-09-22,Electronics,Smartwatch,5,248.43,0.00,Returned
ORD-00482,CUST-456,2023-02-28,Electronics,Smartphone,2,216.37,0.00,Pending
ORD-00483,CUST-319,2023-06-18,Electronics,Tablet,4,417.94,0.00,Shipped
ORD-00484,CUST-23,2023-05-19,Electronics,Headphones,1,162.84,0.00,Returned
ORD-00485,CUST-744,2023-06-08,Books,History Book,2,311.18,0.00,Pending
ORD-00486,CUST-441,2023-10-01,Books,Biography,5,86.12,0.00,Delivered
ORD-00487,CUST-983,2023-12-06,Books,Cookbook,1,107.23,0.00,Shipped
ORD-00488,CUST-893,2023-04-07,Clothing,Dress,2,461.08,0.18,Delivered
ORD-00489,CUST-611,2023-11-21,Home Goods,Coffee Maker,2,43.55,0.08,Delivered
ORD-00490,CUST-764,2023-09-27,Clothing,Jacket,3,148.62,0.11,Pending
ORD-00491,CUST-621,2023-03-17,Home Goods,Air Fryer,4,127.87,0.11,Cancelled
ORD-00492,CUST-803,2023-10-01,Books,Science Book,5,224.93,0.00,Cancelled
ORD-00493,CUST-573,2023-07-10,Electronics,Smartphone,4,293.76,0.00,Pending
ORD-00494,CUST-258,2023-05-14,Home Goods,Toaster,4,102.28,0.00,Shipped
ORD-00495,CUST-535,2023-10-18,Food & Beverage,Energy Drink,5,420.76,0.00,Shipped
ORD-00496,CUST-820,2023-10-02,Books,Science Book,5,335.82,0.00,Pending
ORD-00497,CUST-459,2023-07-12,Food & Beverage,Organic Tea,2,268.46,0.00,Pending
ORD-00498,CUST-631,2023-10-21,Clothing,Jeans,5,20.22,0.00,Pending
ORD-00499,CUST-833,2023-08-21,Home Goods,Blender,4,454.74,0.00,Pending
ORD-00500,CUST-651,2023-08-13,Food & Beverage,Energy Drink,1,46.46,0.00,Returned
ORD-00501,CUST-34,2023-08-31,Clothing,Sneakers,5,124.11,0.00,Delivered
ORD-00502,CUST-935,2023-01-10,Electronics,Tablet,2,323.15,0.03,Pending
ORD-00503,CUST-253,2023-06-20,Electronics,Laptop,3,111.81,0.12,Returned
ORD-00504,CUST-714,2023-09-24,Clothing,T-Shirt,1,46.63,0.03,Cancelled
ORD-00505,CUST-630,2023-01-26,Clothing,Dress,5,246.58,0.01,Shipped
ORD-00506,CUST-862,2023-05-27,Clothing,Dress,4,394.50,0.00,Pending
ORD-00507,CUST-160,2023-12-02,Food & Beverage,Energy Drink,5,141.85,0.00,Delivered
ORD-00508,CUST-270,2023-11-26,Clothing,Jeans,4,61.26,0.00,Returned
ORD-00509,CUST-266,2023-09-07,Electronics,Smartwatch,3,133.77,0.00,Shipped
ORD-00510,CUST-648,2023-06-12,Food & Beverage,Coffee Beans,3,460.31,0.00,Shipped
ORD-00511,CUST-880,2023-11-17,Food & Beverage,Protein Bar,4,496.44,0.00,Delivered
ORD-00512,CUST-580,2023-10-10,Books,Biography,2,348.66,0.00,Cancelled
ORD-00513,CUST-829,2023-12-03,Food & Beverage,Organic Tea,3,474.28,0.18,Shipped
ORD-00514,CUST-743,2023-12-17,Food & Beverage,Coffee Beans,1,287.94,0.17,Returned
ORD-00515,CUST-263,2023-01-21,Electronics,Smartwatch,5,34.49,0.00,Cancelled
ORD-00516,CUST-218,2023-05-16,Books,History Book,1,336.51,0.15,Delivered
ORD-00517,CUST-730,2023-06-12,Home Goods,Coffee Maker,4,24.36,0.00,Returned
ORD-00518,CUST-425,2023-08-19,Electronics,Tablet,5,184.73,0.00,Pending
ORD-00519,CUST-283,2023-02-07,Books,Fiction Novel,1,175.82,0.00,Shipped
ORD-00520,CUST-649,2023-12-12,Home Goods,Air Fryer,2,250.83,0.00,Cancelled
ORD-00521,CUST-773,2023-07-08,Clothing,Jeans,3,189.93,0.00,Pending
ORD-00522,CUST-300,2023-03-15,Books,Science Book,1,288.60,0.00,Pending
ORD-00523,CUST-53,2023-03-26,Clothing,Jeans,3,94.92,0.00,Cancelled
ORD-00524,CUST-627,2023-09-11,Food & Beverage,Organic Tea,3,410.49,0.15,Cancelled
ORD-00525,CUST-498,2023-02-21,Food & Beverage,Energy Drink,2,61.82,0.09,Delivered
ORD-00526,CUST-198,2023-11-13,Books,Science Book,2,424.45,0.00,Pending
ORD-00527,CUST-892,2023-07-07,Clothing,Dress,2,137.03,0.00,Returned
ORD-00528,CUST-746,2023-06-22,Clothing,Sneakers,2,398.90,0.00,Cancelled
ORD-00529,CUST-956,2023-05-18,Electronics,Laptop,2,474.52,0.00,Returned
ORD-00530,CUST-883,2023-03-01,Home Goods,Vacuum Cleaner,4,354.98,0.00,Returned
ORD-00531,CUST-980,2023-08-19,Clothing,T-Shirt,3,495.36,0.00,Shipped
ORD-00532,CUST-293,2023-03-17,Home Goods,Blender,5,276.57,0.00,Cancelled
ORD-00533,CUST-334,2023-04-09,Home Goods,Blender,3,221.59,0.00,Pending
ORD-00534,CUST-880,2023-12-07,Clothing,Dress,1,132.17,0.00,Shipped
ORD-00535,CUST-305,2023-08-27,Clothing,T-Shirt,2,46.50,0.00,Shipped
ORD-00536,CUST-479,2023-11-27,Books,Fiction Novel,2,122.19,0.00,Pending
ORD-00537,CUST-529,2023-05-31,Books,Cookbook,3,356.77,0.00,Shipped
ORD-00538,CUST-486,2023-03-12,Home Goods,Toaster,2,362.25,0.00,Pending
ORD-00539,CUST-166,2023-04-01,Home Goods,Coffee Maker,2,416.67,0.00,Shipped
ORD-00540,CUST-234,2023-05-22,Books,Fiction Novel,1,117.32,0.00,Cancelled
ORD-00541,CUST-268,2023-02-18,Food & Beverage,Energy Drink,5,161.02,0.00,Pending
ORD-00542,CUST-590,2023-12-22,Food & Beverage,Snack Pack,4,457.67,0.00,Delivered
ORD-00543,CUST-574,2023-03-08,Books,Cookbook,1,438.72,0.00,Pending
ORD-00544,CUST-448,2023-12-25,Electronics,Tablet,4,385.11,0.00,Delivered
ORD-00545,CUST-227,2023-09-24,Food & Beverage,Coffee Beans,4,68.97,0.00,Returned
ORD-00546,CUST-285,2023-11-30,Books,Cookbook,4,141.42,0.00,Returned
ORD-00547,CUST-819,2023-08-26,Home Goods,Toaster,2,44.60,0.00,Returned
ORD-00548,CUST-903,2023-08-19,Electronics,Tablet,3,135.63,0.01,Shipped
ORD-00549,CUST-319,2023-04-13,Electronics,Laptop,2,361.52,0.00,Shipped
ORD-00550,CUST-892,2023-04-26,Food & Beverage,Energy Drink,3,195.81,0.00,Shipped
ORD-00551,CUST-911,2023-05-10,Clothing,T-Shirt,3,315.79,0.00,Returned
ORD-00552,CUST-181,2023-08-10,Food & Beverage,Energy Drink,3,167.30,0.01,Delivered
ORD-00553,CUST-420,2023-06-23,Books,Cookbook,4,413.76,0.00,Delivered
ORD-00554,CUST-468,2023-05-23,Clothing,Jeans,5,313.54,0.00,Cancelled
ORD-00555,CUST-732,2023-05-19,Books,Biography,4,88.95,0.01,Shipped
ORD-00556,CUST-843,2023-01-15,Books,History Book,4,426.57,0.00,Delivered
ORD-00557,CUST-467,2023-03-17,Books,Fiction Novel,3,253.49,0.05,Returned
ORD-00558,CUST-208,2023-11-12,Electronics,Smartphone,5,47.80,0.00,Delivered
ORD-00559,CUST-930,2023-02-05,Home Goods,Vacuum Cleaner,3,472.36,0.15,Cancelled
ORD-00560,CUST-291,2023-02-09,Electronics,Smartphone,3,334.98,0.00,Cancelled
ORD-00561,CUST-133,2023-02-25,Books,Biography,1,469.02,0.00,Cancelled
ORD-00562,CUST-815,2023-04-27,Books,Biography,3,418.12,0.00,Cancelled
ORD-00563,CUST-454,2023-03-25,Home Goods,Air Fryer,5,317.82,0.07,Cancelled
ORD-00564,CUST-145,2023-05-13,Books,Cookbook,1,485.07,0.00,Delivered
ORD-00565,CUST-262,2023-02-09,Home Goods,Coffee Maker,3,188.18,0.00,Pending
ORD-00566,CUST-475,2023-05-23,Home Goods,Air Fryer,4,450.71,0.00,Delivered
ORD-00567,CUST-695,2023-11-13,Electronics,Smartphone,1,262.51,0.00,Cancelled
ORD-00568,CUST-202,2023-10-12,Books,Cookbook,5,181.63,0.00,Pending
ORD-00569,CUST-331,2023-11-05,Home Goods,Coffee Maker,2,486.66,0.00,Shipped
ORD-00570,CUST-100,2023-07-10,Books,History Book,1,196.06,0.16,Shipped
ORD-00571,CUST-276,2023-07-11,Home Goods,Toaster,1,442.58,0.15,Shipped
ORD-00572,CUST-606,2023-10-02,Home Goods,Air Fryer,3,98.12,0.00,Cancelled
ORD-00573,CUST-260,2023-02-18,Clothing,Jeans,4,47.51,0.10,Delivered
ORD-00574,CUST-803,2023-09-13,Food & Beverage,Coffee Beans,3,462.62,0.18,Delivered
ORD-00575,CUST-830,2023-02-21,Electronics,Smartphone,3,329.17,0.00,Pending
ORD-00576,CUST-890,2023-11-18,Books,Science Book,2,11.82,0.00,Cancelled
ORD-00577,CUST-81,2023-11-19,Home Goods,Coffee Maker,2,64.50,0.00,Delivered
ORD-00578,CUST-707,2023-05-26,Electronics,Tablet,2,296.44,0.17,Cancelled
ORD-00579,CUST-327,2023-04-22,Clothing,Jeans,4,372.18,0.00,Delivered
ORD-00580,CUST-84,2023-02-09,Clothing,Jeans,3,21.60,0.02,Pending
ORD-00581,CUST-275,2023-12-16,Books,History Book,3,282.75,0.00,Delivered
ORD-00582,CUST-672,2023-07-21,Food & Beverage,Snack Pack,3,150.41,0.06,Shipped
ORD-00583,CUST-951,2023-06-05,Books,Fiction Novel,2,276.05,0.00,Pending
ORD-00584,CUST-643,2023-05-03,Home Goods,Vacuum Cleaner,2,247.29,0.10,Pending
ORD-00585,CUST-336,2023-09-07,Home Goods,Toaster,1,226.56,0.00,Shipped
ORD-00586,CUST-642,2023-02-12,Clothing,Sneakers,1,95.14,0.00,Returned
ORD-00587,CUST-486,2023-10-18,Home Goods,Toaster,3,382.58,0.09,Shipped
ORD-00588,CUST-870,2023-08-05,Books,History Book,3,434.40,0.06,Pending
ORD-00589,CUST-180,2023-04-14,Books,Science Book,4,459.61,0.00,Delivered
ORD-00590,CUST-415,2023-02-18,Electronics,Tablet,3,300.52,0.00,Returned
ORD-00591,CUST-426,2023-07-20,Electronics,Headphones,5,98.80,0.00,Cancelled
ORD-00592,CUST-717,2023-09-08,Food & Beverage,Organic Tea,4,477.88,0.00,Returned
ORD-00593,CUST-177,2023-02-20,Books,History Book,1,22.41,0.00,Pending
ORD-00594,CUST-857,2023-09-14,Books,Fiction Novel,4,419.71,0.00,Returned
ORD-00595,CUST-964,2023-12-15,Books,History Book,5,90.49,0.12,Returned
ORD-00596,CUST-403,2023-09-24,Clothing,Dress,5,31.95,0.00,Shipped
ORD-00597,CUST-702,2023-01-15,Food & Beverage,Protein Bar,2,120.30,0.00,Pending
ORD-00598,CUST-175,2023-05-07,Electronics,Smartphone,3,46.82,0.12,Delivered
ORD-00599,CUST-685,2023-09-12,Books,Science Book,3,146.56,0.00,Delivered
ORD-00600,CUST-625,2023-04-06,Books,Fiction Novel,2,104.24,0.00,Cancelled
ORD-00601,CUST-499,2023-09-23,Books,Biography,5,177.45,0.00,Returned
ORD-00602,CUST-821,2023-05-19,Food & Beverage,Coffee Beans,3,178.03,0.00,Pending
ORD-00603,CUST-162,2023-02-21,Home Goods,Vacuum Cleaner,1,84.85,0.18,Returned
ORD-00604,CUST-198,2023-09-06,Books,Cookbook,2,34.14,0.00,Returned
ORD-00605,CUST-392,2023-04-18,Books,Fiction Novel,5,153.23,0.00,Returned
